Female,Non Taxable,c. 25 - 29,"b. $6,001 to $10,000","a. $18,200 or less","23,611","23,611","189,883,870",8,"1,767",1,156,0,0,0,0,0,0,4,"16,599","20,500","158,317,690","19,061","18,386,640","1,990","1,170,944",82,"201,612",103,"115,825","2,885","15,839,882",562,"3,127,617",12,"37,561",7,"42,079","10,580","3,242,104",130,"35,856",517,"371,096",517,"158,640","23,611","194,815,430",641,"746,591",354,"175,762","3,305","630,765",291,"978,014","2,992","1,077,890","5,066","3,609,022",55,"19,111",68,"71,261",27,"16,415","1,222","249,971","2,374","379,370","6,486","4,433,237",217,"3,779,898",428,"298,966",67,"-146,546",488,"1,517,654",130,"76,876",480,"2,345,878",10,"32,553",204,"1,351,332",144,"388,368",0,0,167,"854,812",104,"1,049,613",238,"800,056",135,"174,468",167,"33,733",753,"10,033,946",693,"6,638,342",284,"859,601",760,"4,981,694",220,"947,415",545,"-3,393,106",765,"-2,445,691",97,"232,500",73,"260,498",1,"27,649",74,"60,358","1,723","27,759,986","1,277","20,156,898","1,743","6,981,687",0,0,0,0,0,0,8,"1,622",0,0,"4,861","116,153,046",2,"6,419",9,"50,479","5,406","4,202","1,792,357",637,"111,761",275,"26,712"
Female,Non Taxable,c. 25 - 29,"c. $10,001 to $18,200","a. $18,200 or less","65,163","65,163","931,833,554",961,"176,721",2,569,0,0,0,0,0,0,9,"27,283","56,305","713,664,003","53,162","82,441,824","6,815","5,110,122",275,"515,737",418,"618,557","15,499","134,408,245","2,926","25,607,274",18,"73,448",12,"121,684","30,704","8,373,899",304,"92,234","1,564","1,094,291","1,561","465,399","65,163","954,512,111","3,196","4,045,133","1,461","888,509","13,378","2,823,456","1,340","5,420,535","11,614","5,242,915","19,387","18,420,548",152,"75,605",210,"139,505",57,"45,712","5,306","1,179,810","9,556","1,598,782","24,184","22,015,343","1,186","22,267,368","1,251","1,258,956",184,"-86,484","1,524","9,820,640",387,"314,723","1,348","9,333,066",41,"193,231",698,"3,954,605",428,"1,200,865",0,0,483,"2,418,257",312,"3,095,160",697,"3,707,469",390,"869,616",452,"142,482","2,067","26,386,319","1,884","17,656,260",776,"2,108,512","2,087","12,655,604",578,"2,760,489","1,521","-8,794,546","2,102","-6,034,057",340,"1,258,999",236,"928,614",14,"44,383",322,"510,018","5,676","119,925,633","4,556","80,166,909","5,740","38,559,132",0,0,0,0,0,0,959,"174,707",0,0,"18,310","455,219,971",13,"61,733",39,"168,760","17,854","14,708","6,332,891","2,102","360,294","1,078","93,082"
Female,Non Taxable,c. 25 - 29,"d. $18,201 to $25,000","b. $18,201 to $37,000","33,715","33,715","672,884,296","33,701","11,341,028",102,"17,731",0,0,0,0,0,0,15,"43,002","27,576","427,036,131","25,685","46,595,618","4,494","6,606,532",152,"357,008",281,"340,300","7,663","58,189,454","8,372","133,587,305",10,"47,574",10,"86,727","15,871","3,734,134",135,"99,814",711,"619,413",709,"265,074","33,715","692,672,949","3,380","5,127,641","1,237","853,623","10,438","2,490,361","1,204","3,650,158","8,838","4,778,770","14,140","16,900,553",72,"45,346",163,"66,857",35,"37,561","4,168","808,768","6,794","1,116,849","16,711","19,480,332",816,"16,604,866",588,"761,731",100,"225,025","1,167","12,770,107",208,"282,859",653,"5,706,201",18,"329,831",363,"2,044,278",193,"648,852",0,0,215,"1,569,223",140,"1,832,099",427,"3,986,921",198,"807,048",379,"293,988","1,012","13,372,284",948,"9,582,054",377,"1,102,655","1,021","6,534,527",263,"1,227,946",758,"-5,074,898","1,026","-3,846,952",231,"1,202,186",160,"903,191",13,"60,283",238,"442,611","3,661","89,856,879","3,146","53,074,141","3,694","35,691,999",0,0,1,7,175,"2,124","22,092","5,610,842",2,362,"11,054","256,954,210",8,"28,670",32,"139,665","9,271","7,987","3,436,295","1,074","189,551",610,"42,349"
Female,Non Taxable,c. 25 - 29,"e. $25,001 to $30,000","b. $18,201 to $37,000","4,470","4,470","122,949,750","4,470","7,903,717",72,"37,609",0,0,0,0,0,0,1,"2,184","4,068","54,042,536","3,862","5,299,630",798,"301,412",32,"74,926",42,"38,226",859,"4,518,031","4,293","59,750,706",3,"26,414",1,86,"1,668","181,532",9,551,79,"30,738",79,"13,127","4,470","125,381,026",560,"777,284",164,"81,991","1,835","414,217",132,"214,968","1,291","578,950","2,224","2,067,410",3,756,13,"4,271",1,144,741,"129,803","1,126","171,904","2,570","2,402,646",84,"1,299,117",93,"86,864",5,"103,843",45,"232,765",19,"3,396",62,"398,983",3,"12,470",25,"114,445",22,"77,657",0,0,23,"112,171",16,"67,476",85,"1,699,118",20,"128,065",88,"230,689",54,"631,043",51,"432,931",18,"52,784",53,"291,830",13,"34,032",41,"-180,534",54,"-146,502",27,"24,563",31,"100,422",0,0,36,"28,308",208,"4,410,667",195,"3,139,187",207,"1,450,860",0,0,0,0,4,81,300,"87,218",0,0,"1,588","26,631,197",2,"4,781",13,"61,830",807,719,"309,334",111,"22,201",76,788
Female,Non Taxable,c. 25 - 29,"f. $30,001 to $37,000","b. $18,201 to $37,000","2,203","2,203","69,072,433","2,203","5,506,313",79,"51,959",0,0,0,0,0,0,2,"4,970","2,077","36,949,860","2,029","3,623,372",407,"229,268",9,"23,464",21,"31,957",334,"1,225,690","2,108","27,830,446",3,"31,451",0,0,887,"93,078",5,244,30,"13,308",30,"5,697","2,203","70,862,402",402,"586,694",109,"128,852","1,094","282,937",95,"145,808",840,"447,705","1,306","1,591,996",6,"2,421",8,"5,250",2,155,478,"75,869",683,"104,479","1,443","1,787,866",6,"83,476",45,"24,477",2,"23,756",21,"139,196",8,"3,321",18,"152,939",1,"1,500",12,"51,881",6,"7,635",0,0,7,"15,287",7,"35,003",83,"2,308,760",19,"404,487",88,"348,114",30,"318,411",29,"194,407",10,"21,227",30,"127,315",8,"21,849",22,"-46,387",30,"-24,538",9,"46,071",8,"35,382",0,0,9,"7,596",121,"3,716,974",114,"2,334,212",120,"1,341,831",0,0,0,0,10,468,"2,198","555,895",0,0,771,"13,113,718",4,"26,234",4,"17,111",434,394,"182,754",51,"7,504",31,138
Female,Non Taxable,c. 25 - 29,"g. $37,001 to $40,000","c. $37,001 to $80,000",22,22,"849,698",22,"90,186",21,"16,232",0,0,0,0,0,0,0,0,9,"178,532",9,"18,045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"3,134",2,"3,122",3,746,3,318,22,"855,537",1,594,0,0,1,150,0,0,3,"2,452",3,"3,196",0,0,0,0,0,0,2,195,6,"1,524",10,"5,839",0,0,2,"4,524",0,0,2,"13,430",1,27,0,0,0,0,1,"3,479",0,0,0,0,0,0,0,0,20,"718,114",3,"75,376",22,"126,545",5,"131,259",5,"93,855",3,"10,999",5,"52,675",0,0,5,"-26,270",5,"-26,270",0,0,0,0,0,0,1,924,1,697,1,"4,176",1,"-3,479",0,0,0,0,0,0,22,"9,255",0,0,15,"365,382",0,0,0,0,8,7,"1,335",0,0,0,0
Female,Non Taxable,c. 25 - 29,"h. $40,001 to $45,000","c. $37,001 to $80,000",34,34,"1,423,619",32,"165,390",31,"25,655",0,0,0,0,0,0,0,0,14,"244,539",12,"25,113",1,26,0,0,0,0,2,"4,158",0,0,0,0,0,0,22,"12,531",0,0,3,726,3,310,34,"1,448,876",3,"3,194",2,"3,689",4,985,1,175,7,"11,048",9,"19,091",0,0,0,0,2,"1,940",6,"1,453",9,"2,773",16,"25,257",0,0,0,0,0,0,4,"1,249",3,400,0,0,0,0,0,0,3,"1,078",0,0,3,"2,154",0,0,30,"1,202,833",9,"260,602",34,"223,129",5,"80,029",5,"58,434",4,"10,788",5,"36,057",0,0,5,"-25,250",5,"-25,250",1,19,0,0,0,0,0,0,2,"18,514",1,"2,305",2,"16,209",0,0,0,0,0,0,32,"11,882",0,0,21,"581,872",0,0,0,0,13,10,"2,392",4,"1,107",0,0
Female,Non Taxable,c. 25 - 29,"i. $45,001 to $50,000","c. $37,001 to $80,000",32,32,"1,515,161",31,"216,418",29,"26,406",0,0,0,0,0,0,3,"8,967",11,"245,279",8,"41,344",1,"1,224",0,0,0,0,0,0,0,0,0,0,0,0,19,"14,113",1,91,3,"4,143",3,"1,775",32,"1,538,443",1,"3,300",2,"4,237",2,197,0,0,5,"8,805",5,"16,539",1,50,0,0,0,0,4,"5,560",7,"1,133",11,"23,282",3,"61,828",0,0,0,0,2,"1,103",2,340,0,0,0,0,0,0,1,237,0,0,1,473,0,0,30,"1,272,047",1,21,32,"265,732",6,"89,579",5,"48,663",0,0,6,"30,085",2,"25,506",4,"-14,675",6,"10,831",0,0,0,0,0,0,0,0,1,"3,856",0,0,1,"3,847",0,0,0,0,0,0,31,"8,990",0,0,23,"633,142",0,0,0,0,7,5,"1,670",0,0,1,1
Female,Non Taxable,c. 25 - 29,"j. $50,001 to $55,000","c. $37,001 to $80,000",11,11,"579,396",11,"95,546",11,"11,373",0,0,0,0,0,0,1,"2,966",5,"117,990",2,"3,447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"2,321",1,80,3,"7,550",3,"3,234",11,"582,486",1,"1,320",0,0,1,292,0,0,1,749,1,"2,361",0,0,0,0,0,0,2,102,2,627,3,"3,090",1,"11,629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,980,0,0,1,980,0,0,9,"450,331",1,297,11,"126,187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"2,309",0,0,6,"129,868",0,0,0,0,3,1,32,0,0,0,0
Female,Non Taxable,c. 25 - 29,"k. $55,001 to $60,000","c. $37,001 to $80,000",8,8,"457,031",8,"80,911",7,"7,914",0,0,0,0,0,0,7,"14,648",4,"74,130",3,"4,882",0,0,0,0,1,512,0,0,0,0,0,0,0,0,3,"2,118",0,0,2,127,2,54,8,"457,565",0,0,0,0,0,0,0,0,1,184,1,184,0,0,0,0,0,0,1,200,2,150,3,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"387,365",2,"104,489",8,"103,714",1,"16,603",1,"18,649",0,0,1,"4,713",0,0,1,"-6,759",1,"-6,759",1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"1,145",1,13,7,"226,772",0,0,0,0,3,3,748,0,0,1,383
Female,Non Taxable,c. 25 - 29,"l. $60,001 to $70,000","c. $37,001 to $80,000",16,16,"1,043,024",15,"186,919",15,"19,628",0,0,0,0,0,0,8,"25,396",4,"147,778",3,"16,900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"7,196",1,277,2,717,2,307,16,"1,068,346",1,"3,300",2,"4,175",1,751,0,0,3,"15,499",3,"23,725",0,0,0,0,0,0,1,162,6,"1,435",7,"25,322",0,0,0,0,0,0,1,"-12,726",1,430,0,0,0,0,1,321,0,0,0,0,0,0,0,0,14,"943,407",1,337,16,"240,749",4,"52,153",4,"20,568",2,"3,186",4,"47,446",0,0,4,"-19,047",4,"-19,047",0,0,0,0,0,0,0,0,2,"1,356",2,"1,240",2,116,0,0,0,0,0,0,10,489,0,0,8,"125,641",0,0,0,0,4,2,"1,282",0,0,0,0
Female,Non Taxable,c. 25 - 29,"m. $70,001 to $80,000","c. $37,001 to $80,000",2,2,"151,480",2,"32,325",2,"3,030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"3,266",0,0,0,0,0,0,2,"151,480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"148,214",1,"70,003",2,"35,892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,Non Taxable,c. 25 - 29,"n. $80,001 to $87,000","d. $80,001 to $180,000",2,2,"165,683",2,"37,872",1,"1,706",1,"1,066",0,0,0,0,2,"14,783",1,"13,059",1,"3,632",1,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"166,903",1,990,0,0,1,200,0,0,0,0,1,"1,190",0,0,0,0,0,0,1,30,0,0,1,"1,220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"192,287",0,0,2,"57,035",1,"70,194",1,"68,393",1,"15,443",1,"25,564",0,0,1,"-39,206",1,"-39,206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"104,865",0,0,0,0,1,1,85,0,0,0,0
Female,Non Taxable,c. 25 - 29,"o. $87,001 to $90,000","d. $80,001 to $180,000",1,1,"88,719",1,"20,773",1,"1,774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,208,0,0,0,0,0,0,1,"88,719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"85,261",1,"85,261",1,"22,547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"3,250",0,0,1,"3,250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,Non Taxable,c. 25 - 29,"p. $90,001 to $100,000","d. $80,001 to $180,000",3,3,"283,915",3,"68,890",3,"5,678",1,967,0,0,0,0,3,"20,581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,226,0,0,1,75,1,32,3,"284,875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,660,2,960,0,0,0,0,0,0,1,182,1,32,0,0,0,0,0,0,1,185,0,0,1,371,0,0,3,"287,154",1,155,3,"91,331",1,"24,203",1,"18,273",0,0,1,"8,909",0,0,1,"-2,979",1,"-2,979",0,0,0,0,0,0,1,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"81,246",0,0,0,0,1,1,541,0,0,1,181
Female,Non Taxable,c. 25 - 29,"q. $100,001 to $150,000","d. $80,001 to $180,000",12,12,"1,460,342",12,"395,691",12,"27,646",6,"7,681",0,0,0,0,4,"31,439",4,"544,364",2,"46,586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"5,220",0,0,2,171,2,73,12,"1,528,797",1,594,1,"1,776",2,380,1,"1,850",1,195,2,"4,795",2,258,0,0,0,0,2,870,3,"1,514",8,"68,455",0,0,0,0,0,0,0,0,0,0,1,"8,803",0,0,0,0,1,"103,148",0,0,1,"206,297",1,"5,616",7,"916,384",1,"132,835",12,"453,059",5,"90,161",5,"78,450",2,"4,947",5,"49,071",1,"4,561",4,"-46,868",5,"-42,307",0,0,0,0,0,0,2,"61,018",1,"12,070",1,"6,518",1,"5,552",0,0,0,0,0,0,0,0,0,0,4,"51,376",0,0,0,0,7,3,664,1,358,2,70
Female,Non Taxable,c. 25 - 29,"r. $150,001 to $180,000","d. $80,001 to $180,000",1,1,"158,258",1,"47,327",1,"3,165",1,"2,374",0,0,0,0,0,0,1,"9,098",1,"2,548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"158,398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140,1,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"149,300",1,"149,300",1,"55,780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,Non Taxable,d. 30 - 34,"a. $6,000 or less","a. $18,200 or less","55,391","45,929","26,292,101",28,"3,359",0,0,0,0,0,0,0,0,12,"51,095","22,331","95,887,473","17,157","11,351,555","2,234","1,834,224",131,"254,659",151,"197,996","2,747","8,512,351",798,"2,702,593",21,"33,130",9,"34,050","26,557","10,191,000",852,"246,984","3,588","1,982,153","3,573","844,388","46,571","61,432,451",907,"1,103,766",418,"334,935","3,633","671,458",436,"1,939,016","4,111","12,364,274","6,232","16,413,449",628,"401,600",279,"1,064,547",128,"179,613","2,177","569,893","5,931","1,822,673","12,081","22,251,486",433,"6,410,252",448,"667,489",839,"-14,753,094","2,844","-1,295,425",790,"499,550",681,"1,598,872",96,"938,194","1,838","17,315,363","1,013","2,348,803",0,0,"1,256","8,147,797","1,497","30,143,543",909,"1,060,600",790,"301,060",681,"136,903","8,888","132,212,742","8,606","97,264,551","4,468","13,796,063","8,943","68,430,346","1,539","3,639,585","7,439","-50,921,197","8,991","-47,281,612",351,"703,327",265,"641,074",19,"62,240",538,"1,628,532","5,742","229,707,011","5,218","242,173,125","5,913","-21,819,483",0,0,0,0,0,0,27,"2,975",0,0,"11,952","223,619,776",388,"3,178,229",13,"56,901","25,034","19,315","10,131,410","2,216","551,430","1,771","390,555"
Female,Non Taxable,d. 30 - 34,"b. $6,001 to $10,000","a. $18,200 or less","21,040","21,040","169,200,213",13,"3,019",0,0,0,0,0,0,0,0,3,"10,351","16,454","132,221,982","14,624","14,064,614","1,861","1,511,390",122,"344,371",118,"245,470","2,514","14,342,863",645,"3,694,108",11,"48,518",6,"29,954","10,244","5,119,634",264,"101,220","1,142","976,242","1,138","417,393","21,040","176,347,351",926,"1,037,157",326,"166,777","3,537","693,340",350,"913,252","3,563","1,568,459","5,522","4,378,985",141,"81,931",93,"45,670",59,"116,344","1,807","457,026","3,088","648,466","7,517","6,058,306",485,"8,337,235",329,"320,015",154,"-853,215",953,"3,286,063",239,"185,674",488,"2,650,648",20,"199,199",393,"2,460,631",329,"951,051",0,0,395,"2,472,740",368,"6,617,123",330,"1,027,716",231,"288,845",215,"38,653","1,998","26,763,047","1,829","17,096,945",849,"2,249,236","2,008","12,193,225",644,"2,746,936","1,378","-7,523,295","2,022","-4,776,359",130,"460,743",96,"363,340",9,"41,169",193,"266,797","2,636","46,958,329","2,228","35,109,522","2,700","10,516,646",0,0,0,0,0,0,11,"2,697",0,0,"4,305","82,938,941",142,"1,118,093",5,"17,317","8,969","7,358","3,763,181",880,"178,405",680,"144,573"
Female,Non Taxable,d. 30 - 34,"c. $10,001 to $18,200","a. $18,200 or less","60,267","60,267","861,348,866",451,"90,549",0,0,0,0,0,0,0,0,24,"63,109","48,684","644,181,738","44,778","69,296,817","6,555","8,193,376",457,"1,502,200",447,"929,686","11,498","104,577,443","3,047","28,034,974",21,"68,379",16,"162,990","29,679","11,360,932",602,"234,877","2,954","2,313,775","2,944","981,514","60,267","889,426,755","4,316","5,479,890","1,390","784,975","14,027","2,920,839","1,332","3,851,932","14,083","6,849,343","21,014","19,886,979",360,"209,122",312,"219,228",124,"130,764","6,765","1,376,524","11,698","2,406,090","26,803","25,522,975","2,204","43,303,729","1,157","1,560,732",339,-923,"2,695","17,815,852",646,"694,477","1,236","9,783,917",57,"752,023","1,099","7,227,414",820,"3,616,070",0,0,948,"8,491,363",892,"12,513,353",780,"2,911,433",601,"926,831",570,"114,221","5,404","71,918,632","5,050","46,711,386","2,285","5,621,316","5,442","33,685,355","1,550","7,458,851","3,930","-21,558,276","5,485","-14,099,425",451,"1,799,861",274,"1,400,036",37,"323,728",603,"966,742","7,836","181,890,753","6,862","123,954,247","7,987","54,184,035",0,0,0,0,0,0,447,"89,655",0,0,"14,106","269,420,090",549,"4,399,110",19,"89,782","26,251","22,542","11,495,311","2,437","465,197","2,069","387,982"
Female,Non Taxable,d. 30 - 34,"d. $18,201 to $25,000","b. $18,201 to $37,000","33,156","33,156","663,985,867","33,134","11,530,033",56,"8,765",0,0,0,0,0,0,11,"31,175","25,218","401,059,164","22,898","41,395,444","4,419","11,759,364",218,"696,790",243,"515,912","5,847","47,848,804","8,494","134,068,446",13,"57,399",19,"338,958","15,810","5,292,485",280,"115,567","1,487","1,417,373","1,476","598,930","33,156","685,827,809","3,837","5,575,872","1,051","677,689","10,128","2,320,689","1,026","2,585,440","9,608","5,314,742","14,273","16,474,432",196,"93,903",217,"129,166",76,"44,849","5,002","1,145,017","7,911","1,586,608","17,539","20,535,902","1,318","27,211,123",652,"1,241,011",213,"1,231,679","1,983","21,359,163",327,"488,888",606,"5,492,532",29,"325,961",543,"4,103,868",423,"2,141,055",0,0,485,"4,560,703",457,"7,533,447",432,"2,600,625",306,"805,823",351,"172,094","2,422","32,304,452","2,291","21,796,996","1,036","2,668,730","2,442","15,274,450",661,"2,985,733","1,794","-10,419,920","2,456","-7,434,187",325,"2,120,736",162,"920,002",35,"296,479",364,"763,375","4,696","141,397,053","4,213","92,908,474","4,767","46,716,838",0,0,0,0,241,"2,865","22,179","5,740,695",2,"1,139","8,582","156,604,811",443,"3,251,091",17,"81,119","13,110","11,804","6,093,797","1,167","235,007","1,029","160,258"
Female,Non Taxable,d. 30 - 34,"e. $25,001 to $30,000","b. $18,201 to $37,000","4,805","4,805","132,074,375","4,804","8,481,163",50,"24,774",0,0,0,0,0,0,0,0,"4,071","55,585,568","3,761","5,262,636",731,"432,643",30,"125,229",68,"130,627","1,001","6,341,378","4,554","61,843,258",8,"53,523",3,"49,174","1,919","398,232",20,"1,807",150,"79,792",147,"34,125","4,805","135,043,507",658,"930,368",179,"88,742","1,832","440,460",173,"255,162","1,422","696,360","2,326","2,411,092",26,"4,989",17,"22,256",6,"2,408",913,"154,356","1,359","231,378","2,809","2,937,249",114,"1,677,242",103,"82,922",6,"107,907",65,"159,162",16,"16,186",73,"542,139",5,"28,773",62,"363,907",26,"79,623",0,0,28,"189,062",30,"434,623",70,"1,415,575",31,"386,697",73,"209,793",129,"1,593,394",118,"972,122",46,"71,317",131,"724,391",53,"202,200",78,"-376,636",131,"-174,436",34,"55,814",29,"52,163",1,960,44,"107,553",411,"10,774,827",391,"7,555,162",423,"3,085,913",0,0,0,0,2,57,384,"109,398",2,"2,118","1,472","24,088,130",128,"986,327",7,"36,005","1,228","1,150","555,418",129,"26,572",99,"1,825"
Female,Non Taxable,d. 30 - 34,"f. $30,001 to $37,000","b. $18,201 to $37,000","2,401","2,401","75,239,192","2,399","5,988,189",36,"23,348",0,0,0,0,0,0,0,0,"2,227","39,830,837","2,119","3,773,103",417,"265,144",21,"54,823",27,"37,813",408,"1,596,199","2,348","30,236,043",1,"4,693",1,"18,037","1,020","193,880",13,324,90,"31,233",89,"13,360","2,401","77,352,250",458,"692,201",116,"86,695","1,176","303,614",108,"164,224",927,"532,318","1,423","1,779,052",15,"1,857",10,"3,749",0,0,545,"122,100",824,"150,084","1,602","2,113,015",14,"93,097",43,"33,939",3,"6,772",42,"353,787",11,"3,222",33,"262,854",1,"2,949",18,"117,858",12,"65,769",0,0,15,"147,840",27,"354,813",44,"1,160,228",14,"312,972",47,"173,914",57,"764,339",49,"383,849",15,"34,239",58,"308,892",30,"131,881",28,"-94,522",58,"37,359",15,"18,271",9,"67,955",2,"2,064",32,"53,989",193,"5,724,748",182,"3,626,448",194,"2,042,304",0,0,1,295,20,931,"2,395","608,997",2,671,703,"11,232,284",52,"400,193",3,"16,215",659,627,"313,232",60,"7,662",53,"1,631"
Female,Non Taxable,d. 30 - 34,"g. $37,001 to $40,000","c. $37,001 to $80,000",17,17,"650,525",17,"67,720",12,"8,622",0,0,0,0,0,0,0,0,8,"125,302",8,"26,867",1,275,0,0,0,0,2,"9,230",3,"36,716",0,0,0,0,10,"1,095",0,0,1,40,1,17,17,"655,106",3,"1,282",0,0,4,609,1,200,2,"1,418",5,"3,509",0,0,1,350,0,0,4,482,1,240,8,"4,581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"484,678",4,"52,531",15,"92,889",4,"85,534",4,"51,240",1,625,4,"35,488",3,"6,310",1,"-8,129",4,"-1,819",1,21,0,0,0,0,0,0,1,"2,325",1,950,1,"1,375",0,0,0,0,0,0,17,"7,242",0,0,8,"125,835",0,0,0,0,5,4,"2,235",0,0,0,0
Female,Non Taxable,d. 30 - 34,"h. $40,001 to $45,000","c. $37,001 to $80,000",19,19,"798,501",19,"100,855",18,"13,960",0,0,0,0,0,0,0,0,7,"105,595",5,"10,482",0,0,0,0,0,0,1,"12,792",0,0,0,0,0,0,13,"2,742",1,308,2,946,2,405,19,"801,921",1,444,1,"1,145",1,299,0,0,1,614,2,"2,502",0,0,0,0,0,0,2,308,3,610,5,"3,420",0,0,0,0,0,0,2,"-11,963",1,"19,195",1,"2,100",0,0,0,0,0,0,0,0,0,0,0,0,18,"728,536",7,"206,575",19,"117,414",6,"110,622",6,"72,826",2,"8,596",6,"48,045",2,"1,575",4,"-20,420",6,"-18,845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"7,023",0,0,7,"136,415",0,0,0,0,5,5,"1,847",1,6,1,444
Female,Non Taxable,d. 30 - 34,"i. $45,001 to $50,000","c. $37,001 to $80,000",16,16,"753,914",15,"103,348",16,"14,410",0,0,0,0,0,0,1,"2,180",10,"268,774",7,"23,221",2,264,0,0,0,0,0,0,0,0,0,0,0,0,11,"9,894",0,0,1,227,1,97,16,"791,254",2,"2,475",2,"20,700",2,730,1,"5,459",4,"3,425",4,"32,789",0,0,0,0,0,0,2,929,5,"3,622",8,"37,340",2,"23,121",0,0,0,0,2,"1,358",2,620,0,0,0,0,0,0,1,537,0,0,1,"1,073",0,0,12,"526,823",4,"106,495",16,"148,200",8,"139,222",8,"125,901",1,"1,219",8,"50,020",2,"9,361",6,"-47,279",8,"-37,918",0,0,0,0,0,0,0,0,1,"34,079",1,"12,881",1,"21,198",0,0,0,0,0,0,15,"4,409",0,0,8,"192,704",0,0,0,0,8,6,684,3,853,0,0
Female,Non Taxable,d. 30 - 34,"j. $50,001 to $55,000","c. $37,001 to $80,000",19,19,"997,141",19,"163,464",19,"19,943",0,0,0,0,0,0,2,"6,624",8,"240,772",7,"39,234",0,0,0,0,0,0,1,"4,682",0,0,0,0,0,0,15,"14,122",0,0,3,"1,917",3,820,19,"1,031,614",0,0,1,"6,324",0,0,4,"13,396",4,"3,844",5,"23,564",1,213,0,0,0,0,4,"2,023",6,"2,290",10,"34,473",1,"22,417",2,"5,950",0,0,0,0,0,0,0,0,0,0,2,"2,461",0,0,0,0,0,0,0,0,16,"834,253",6,"205,017",19,"203,845",7,"96,671",6,"56,813",3,"6,719",7,"38,917",5,"14,498",2,"-20,276",7,"-5,778",1,41,0,0,0,0,2,"6,383",3,"84,003",3,"59,632",3,"24,371",0,0,0,0,0,0,19,"4,043",1,12,8,"210,865",0,0,0,0,12,9,"3,069",2,689,2,"1,072"
